CustomerApiid,CustomerId,AUM,RegisterDate,AmountFirstDeposit,TotalDeposits,TotalWithdrawals,MonthlyIncome,FinancialInvestmentsValue,Age,ComputedRiskTolerance
5fad2cb3a85da000174c1a3e,155045,0.000000000000000000,"2020-11-12 13:03:14",300.000000000000000000,5,2,9000.000000000000000000,1200,27,13.500000000000000000
5fbd185b51d98500130c4235,156499,0.000000000000000000,"2020-11-24 14:43:37",500.000000000000000000,1,1,6462.000000000000000000,0,35,13.000000000000000000
5fc08fdac3bf790010d7b4aa,160143,0.000000000000000000,"2020-12-21 21:59:36",100.007469002800000000,1,1,150000.000000000000000000,1500000,36,20.500000000000000000
5fd369b8c3182a0017a8fc35,158905,30864.775871957400000000,"2020-12-11 13:34:22",9160.000000000000000000,5,1,15000.000000000000000000,750000,43,69.700000000000000000
5fdf54233b56260017799255,161104,26981.525233149800000000,"2020-12-29 21:06:15",15800.000000000000000000,14,0,8000.000000000000000000,35000,35,46.520000000000000000
5ff64da964a8f80018e62285,162385,24070.246156856600000000,"2021-01-07 00:51:02",11000.000000000000000000,15,0,5000.000000000000000000,1000000,59,50.830000000000000000
6006df95aef020001029aa19,164527,5037.832906916900000000,"2021-01-19 16:54:08",2000.149380000000000000,5,0,4000.000000000000000000,20000,56,30.000000000000000000
6019ab4a204cdd00170b106c,166594,10192211.250659786300000000,"2021-02-03 21:31:35",8000373.450001460500000000,9,14,0.000000000000000000,0,0,49.670000000000000000
601f2b5d71b8850011c9f803,167003,4031.317835997800000000,"2021-02-07 00:09:53",4020.533413750700000000,3,0,2000.000000000000000000,35000,51,25.930000000000000000
60247665d2b6770018d62eab,167636,123011.753212935500000000,"2021-02-11 17:30:25",29000.000000000000000000,23,17,13000.000000000000000000,250000,63,62.040000000000000000
60294954f5cb8f0018fc6dd3,168187,504.005725842900000000,"2021-02-17 18:09:00",400.000000000000000000,2,0,5000.000000000000000000,400,39,17.590000000000000000
602c7e9cf5cb8f001801402e,168058,1357.852445744400000000,"2021-02-17 02:43:52",300.000000000000000000,5,0,1300.000000000000000000,0,30,21.300000000000000000
602e999c528e5f0017369252,168849,30148.193148176200000000,"2021-02-22 19:58:57",10000.000000000000000000,6,0,15000.000000000000000000,10000,37,28.150000000000000000
604f8c8abf06f00019600a05,172264,0.000000000000000000,"2021-03-15 16:42:31",50.005189499100000000,1,1,1400.000000000000000000,0,22,11.110000000000000000
604fcb7e389f670018efed4b,175102,159339.770584393500000000,"2021-03-29 15:02:38",6000.000000000000000000,14,0,3300.000000000000000000,119000,42,50.190000000000000000
6053912fcecd7b001beab8b8,173756,21432.037242871000000000,"2021-03-19 12:07:21",18500.000000000000000000,5,0,6000.000000000000000000,50000,35,65.740000000000000000
605bb97cc1387000129880f3,175336,27487.450961037500000000,"2021-03-30 20:32:28",15000.000000000000000000,6,0,7000.000000000000000000,0,26,25.930000000000000000
609c02d44d10bd0018142614,184590,0.000000000000000000,"2021-05-12 17:01:38",350.060000000000000000,1,2,3839.220000000000000000,300,26,48.150000000000000000
60abfda082c92e00193ea475,187783,0.000000000000000000,"2021-05-24 19:37:04",100.000000000000000000,1,1,1650.000000000000000000,400,22,31.850000000000000000
60ad99d50578ec0018ab4437,188181,20085.645625684000000000,"2021-05-26 00:52:37",10000.663450107600000000,3,0,12000.000000000000000000,285000,30,64.440000000000000000
60c0c385cb0f770019fdd6ee,191914,90.380001526000000000,"2021-06-09 13:40:33",100.000000000000000000,1,0,6000.000000000000000000,5000,28,35.190000000000000000
60d3ebc557c1f10018744e37,196804,100.129168941200000000,"2021-06-30 17:17:17",100.016137002900000000,1,0,5000.000000000000000000,200,47,45.190000000000000000
57e71322320b005860295c57,420,63823.713174914800000000,"2017-01-16 22:18:25",11000.000000000000000000,57,5,3000.000000000000000000,0,33,24.000000000000000000
59012e71f368bc9b5698e935,4798,23182.884618910800000000,"2017-05-03 14:17:21",1000.000000000000000000,29,6,3000.000000000000000000,0,33,24.000000000000000000
595ac6f1e6adb205ba499c7c,7205,0.000000000000000000,"2017-07-04 14:42:50",120.000000000000000000,3,3,1600.000000000000000000,5000,30,12.500000000000000000
597d1f93ad57cd674deb5dfd,64617,65413.030158431700000000,"2019-01-02 16:58:00",200.000000000000000000,22,1,8000.000000000000000000,0,37,24.000000000000000000
5a04bd4815a605790aff5c77,24431,0.000000000000000000,"2018-01-02 18:41:09",300.000000000000000000,14,9,2000.000000000000000000,0,22,13.500000000000000000
5a341ff8f3a1691d1f4dd430,22766,47861.777854153900000000,"2017-12-18 13:19:16",100.000000000000000000,36,0,5000.000000000000000000,0,34,12.000000000000000000
5a5d2a55f7ca34264eadca9d,36557,0.000000000000000000,"2018-04-02 16:24:12",100.000000000000000000,12,7,300.000000000000000000,0,23,26.000000000000000000
5a710a764e68a177834a4114,28907,0.000000000000000000,"2018-01-31 17:00:32",5000.000000000000000000,3,2,1500.000000000000000000,0,38,14.000000000000000000
5a7281e84e68a177834c63bf,29487,31513.980872525200000000,"2018-02-05 13:55:31",4000.000000000000000000,40,1,3000.000000000000000000,0,26,13.000000000000000000
5a74f3fe7453f61b6bb3eea0,30088,2320.945806658900000000,"2018-02-07 17:39:11",500.000000000000000000,5,0,12000.000000000000000000,0,44,4.000000000000000000
5a84307ced119f4f4ddc8c34,30458,9578.765207794900000000,"2018-02-14 12:57:38",1000.000000000000000000,20,4,8813.940000000000000000,300000,31,23.000000000000000000
5a97105cfe77f4000ebb0781,32410,6593.541918313000000000,"2018-02-28 21:09:17",5200.000000000000000000,59,6,10000.000000000000000000,0,34,25.000000000000000000
5aac3b606e2747000f1f6867,33979,199566.712632548000000000,"2018-03-19 22:05:41",51000.000000000000000000,23,1,10000.000000000000000000,0,39,18.000000000000000000
5ae08cdc1e9cfc0010766178,39565,106.788704932000000000,"2018-05-02 12:10:10",600.000000000000000000,11,4,400.000000000000000000,0,22,12.000000000000000000
5b1598cb58f15a00107b899c,57137,5751.151695826900000000,"2018-09-24 12:43:04",100.000000000000000000,53,31,5000.000000000000000000,0,28,11.500000000000000000
5b34067135dc85000f0ddd7e,46413,315.409990460000000000,"2018-06-28 14:15:04",100.000000000000000000,11,2,1500.000000000000000000,0,38,14.500000000000000000
5b5924b0fc4b38001215e13c,50807,0.000000000000000000,"2018-07-26 19:27:47",1000.000000000000000000,2,4,2500.000000000000000000,0,41,27.000000000000000000
5b65dd84dd03d2001096ef90,63031,29830.794635570200000000,"2018-12-04 13:13:16",5000.000000000000000000,12,4,5000.000000000000000000,0,32,12.000000000000000000
5bed6e592cb981000f2d843e,61675,3516.827558454400000000,"2018-11-16 15:42:28",100.000000000000000000,61,2,1000.000000000000000000,0,31,29.000000000000000000
5cbb0a2d9159c80010fe9421,167401,2291.206206340800000000,"2021-02-09 21:21:00",2000.000000000000000000,2,0,1650.000000000000000000,0,25,27.500000000000000000
5cddf4274ab0040010f736b0,165306,0.000000000000000000,"2021-01-25 23:51:21",5000.000000000000000000,1,1,5000.000000000000000000,35000,34,35.370000000000000000
5d0da651833d4300105cd37e,119091,0.000000000000000000,"2020-01-13 12:20:18",200.000000000000000000,9,2,2500.000000000000000000,0,26,29.000000000000000000
5d5218530757a4001053e669,119604,4085.676987997500000000,"2020-01-15 14:08:49",1100.000000000000000000,4,0,300.000000000000000000,750,25,12.000000000000000000
5d599e562ec6760010199713,94016,1035.722462430100000000,"2019-08-19 17:13:34",5000.000000000000000000,9,3,5000.000000000000000000,0,30,15.000000000000000000
5d8207e0107e880015643a8a,100573,301007.437742613600000000,"2019-09-18 10:42:12",1000.000000000000000000,14,11,18000.000000000000000000,0,42,24.000000000000000000
5d838073107e880015650f71,100950,0.000000000000000000,"2019-09-20 01:01:10",500.000000000000000000,20,7,13000.000000000000000000,0,39,15.500000000000000000
5ddf08a9df7d120010d7c366,113605,389031.657874661200000000,"2019-11-27 23:46:14",74000.000000000000000000,19,1,13000.000000000000000000,120000,40,7.000000000000000000
5e1be1b333bb300010596341,126122,0.161429668900000000,"2020-03-03 12:43:29",2000.000000000000000000,16,6,5500.000000000000000000,6000,28,16.500000000000000000
5e3459f5a27d8500100efc6f,122394,150203.669419160500000000,"2020-02-03 12:54:08",20000.000000000000000000,19,0,20000.000000000000000000,2500000,58,25.500000000000000000
5e34d0baa27d8500100f47b0,122412,0.000000000000000000,"2020-02-03 13:25:10",100.000000000000000000,2,2,2000.000000000000000000,0,30,23.330000000000000000
5eaacde695d58c001947f799,134036,16537.168768209400000000,"2020-04-30 15:12:33",5000.000000000000000000,23,0,10000.000000000000000000,11000,6,19.000000000000000000
5eb2125d82190d001797e945,134553,7351.810393611100000000,"2020-05-06 01:46:56",10000.000000000000000000,3,3,0.000000000000000000,150000,37,14.000000000000000000
5eed5ac28160db0017db4723,138534,2728.251564386700000000,"2020-06-22 14:19:35",10000.000000000000000000,11,2,13000.000000000000000000,40000,29,19.500000000000000000
5f27028194fb630010d50c0a,143345,5331.231539426000000000,"2020-08-02 20:00:46",500.000000000000000000,13,0,1750.000000000000000000,2000,33,23.000000000000000000
5f562b1a8a70670017ab6457,147955,10841.446485136800000000,"2020-09-07 12:55:00",200.000000000000000000,14,0,5236.000000000000000000,100,32,17.500000000000000000
5f65e3b9db49400017f218f1,150957,19984.693419811300000000,"2020-10-02 14:45:40",3000.000000000000000000,7,0,3000000.000000000000000000,50000,57,16.500000000000000000
5f768ffde8aedd00177cefbd,151191,6951.839331683400000000,"2020-10-05 14:56:08",50.003734498200000000,6,4,600.000000000000000000,4000,22,11.500000000000000000
5f90b6812996b800108bdda6,153108,0.000000000000000000,"2020-10-22 12:45:31",2000.149380023000000000,2,2,4000.000000000000000000,200000,38,14.000000000000000000
6005ee804f6d600018b230da,164474,100.950679705000000000,"2021-01-19 13:42:46",20.001493799800000000,3,0,2756.310000000000000000,18000,40,31.110000000000000000
6022cf338e6f4c00117274d7,167333,3200.399379918200000000,"2021-02-09 18:18:40",165.870000000000000000,6,0,11000.000000000000000000,70000,28,60.190000000000000000
602a8d88bcda3f0017b3fa13,172200,100736.566648007800000000,"2021-03-15 14:09:10",67005.004227767800000000,5,1,30000.000000000000000000,140000,30,50.190000000000000000
60359c2b714b0500173371ae,169130,0.000000000000000000,"2021-02-24 13:53:01",100.000000000000000000,1,1,1000.000000000000000000,1000,46,20.740000000000000000
603e4ab911f39200170b9e89,170016,1443.862560691000000000,"2021-03-02 14:46:59",200.000000000000000000,8,0,6000.000000000000000000,242000,38,53.700000000000000000
6042a60e032121001832735d,170910,213906.677925321800000000,"2021-03-08 12:12:07",200000.000000000000000000,7,0,5000.000000000000000000,200000,54,47.220000000000000000
6048a7b98687f200183fd924,173300,163397.814030272000000000,"2021-03-17 19:03:45",160000.000000000000000000,3,0,10500.000000000000000000,160000,47,48.700000000000000000
605022d21c809d00194f98a4,172902,50.464292980100000000,"2021-03-16 17:15:37",50.005189499100000000,1,0,5000.000000000000000000,60000,22,48.150000000000000000
606298271ac27200184d3fc7,175263,201.059113505000000000,"2021-03-30 14:38:05",100.000000000000000000,3,0,2500.000000000000000000,0,23,18.520000000000000000
60637d5d1008c60019f0637d,180382,0.000000000000000000,"2021-04-26 14:07:47",1.000000000000000000,1,1,200.000000000000000000,200,18,21.300000000000000000
606c7f32b76289001230d1d3,176417,0.000000000000000000,"2021-04-06 15:47:57",100.000000000000000000,1,2,1200.000000000000000000,100,56,20.740000000000000000
606e07f33531240011718dab,176680,0.530000000000000000,"2021-04-07 19:38:06",1200.000000000000000000,2,6,6500.000000000000000000,1200,27,29.630000000000000000
6074dde2aff914001a708438,177728,8314.427695151200000000,"2021-04-13 12:01:45",6800.705771910600000000,5,0,360.000000000000000000,6800,37,45.740000000000000000
6078648226c8b10018e321da,178168,3868.311299681900000000,"2021-04-15 16:58:52",2600.000000000000000000,3,0,1800.000000000000000000,3000,19,56.480000000000000000
608afd8a3e292a001881bb1f,181241,3345.562223923700000000,"2021-04-29 18:46:38",1000.000000000000000000,14,1,8200.000000000000000000,20000,32,44.440000000000000000
608f374e45bd6700189a6845,181817,86.847094143100000000,"2021-05-02 23:45:49",854.088636660400000000,61,2,3000.000000000000000000,2000,31,20.740000000000000000
60ddb64f1e8acb0019ca8529,197038,30029.058320730300000000,"2021-07-01 13:34:57",30000.000000000000000000,2,0,6000.000000000000000000,0,54,34.260000000000000000
586adf9851af09a4420ba7a8,1873,4113.318433515600000000,"2017-02-13 13:02:25",1500.000000000000000000,20,6,2500.000000000000000000,0,30,15.000000000000000000
58fbc845017ac85633cd0b13,4425,2075.531620807800000000,"2017-04-24 13:24:50",100.000000000000000000,46,4,2600.000000000000000000,0,34,6.000000000000000000
598083a79f9f2929b07cd8de,8913,8099.628066254300000000,"2017-08-02 12:46:33",250.000000000000000000,30,1,9200.000000000000000000,10000,28,13.000000000000000000
5a1ee84457ddad52f8819496,34494,17847.712625237800000000,"2018-03-21 17:14:14",2000.000000000000000000,70,2,3000.000000000000000000,0,30,22.000000000000000000
5a843099ed119f4f4ddc8c57,31182,21738.409073670000000000,"2018-02-19 13:26:59",10000.000000000000000000,7,3,6500.000000000000000000,0,25,15.000000000000000000
5ab2e2bd428b91000e664d1a,58107,28814.748669280100000000,"2018-10-03 18:39:15",150.000000000000000000,61,5,3876.000000000000000000,0,27,29.000000000000000000
5ab2faa7467e3e00107e805a,34962,21.498060038200000000,"2018-03-22 14:29:57",35000.000000000000000000,7,1,10000.000000000000000000,0,29,29.000000000000000000
5b1ea9e75411320014ab3829,125625,7832.907393533700000000,"2020-02-28 20:20:02",1000.000000000000000000,24,0,8000.000000000000000000,5000,34,12.500000000000000000
5b2ee9d9b5a5fd000f15026f,63821,33832.934072812400000000,"2018-12-18 12:27:07",15000.000000000000000000,15,20,10000.000000000000000000,0,59,11.000000000000000000
5b57b1ca2ff849000fce3e5a,50649,0.000000000000000000,"2018-07-25 13:59:15",350.000000000000000000,14,2,3000.000000000000000000,0,27,15.000000000000000000
5b686cafa31e03000f07ca3e,52074,7226.624382883100000000,"2018-08-06 17:25:13",1000.000000000000000000,34,3,600.000000000000000000,0,28,15.000000000000000000
5b8482bbe5c68100112da21a,56872,16106.460747648200000000,"2018-09-19 13:49:50",2650.000000000000000000,69,0,600.000000000000000000,0,27,12.500000000000000000
5b8740c9d345ed000ed4a55c,55461,17797.057930168400000000,"2018-09-04 13:26:27",8000.000000000000000000,32,3,20000.000000000000000000,0,59,9.000000000000000000
5cc5bbf8a098960010ac0a65,76096,697.153735933800000000,"2019-04-29 18:08:09",200.000000000000000000,20,1,3000.000000000000000000,0,28,20.000000000000000000
5cdc4fa255c4990010867c1d,77642,35158.577798253400000000,"2019-05-16 10:44:42",15000.000000000000000000,13,7,20000.000000000000000000,0,40,27.000000000000000000
5ce434fa5d575e001053c2c3,78446,35425.774794671800000000,"2019-05-22 12:48:25",200.000000000000000000,111,17,3000.000000000000000000,36000,22,61.460000000000000000
5ce8937fb644c30010e04260,81105,0.000000000000000000,"2019-06-11 01:21:55",100.000000000000000000,11,3,1400.000000000000000000,0,20,24.000000000000000000
5d169be6591c12001015e8b6,83617,0.000000000000000000,"2019-06-28 23:08:36",125.000000000000000000,6,7,3500.000000000000000000,0,63,6.000000000000000000
5d1e05b803801a00115fb233,84448,1067.104210811600000000,"2019-07-04 14:16:42",100.000000000000000000,4,0,1800.000000000000000000,1200,34,7.000000000000000000
5d715febfb6ddb0016360152,104998,7946.907071736700000000,"2019-10-09 14:09:04",5000.000000000000000000,21,2,35000.000000000000000000,0,37,24.000000000000000000
5d7275d9fb6ddb0016369852,171621,50.472436401500000000,"2021-03-12 22:06:15",50.005189499100000000,1,0,10000.000000000000000000,600000,64,71.880000000000000000
5dac8d490a0eb800103e3648,106780,597.384628337500000000,"2019-10-20 16:52:49",100.000000000000000000,7,0,2500.000000000000000000,0,53,23.000000000000000000
5db6bee1bfee84001018329f,109162,2684.651969463700000000,"2019-10-31 14:47:29",800.000000000000000000,9,0,1500.000000000000000000,0,23,8.000000000000000000
5dcb0ae76a86c300113f4484,116327,2494304.907580844600000000,"2019-12-19 22:45:51",300000.000000000000000000,55,3,10000.000000000000000000,2000000,43,22.500000000000000000
5dd594778c730e00111fb1d3,112751,2012.999253658800000000,"2019-11-21 14:05:12",1000.000000000000000000,8,0,100.000000000000000000,0,7,2.000000000000000000
5e29c3f453620b00112b9c51,122372,14111.290509202300000000,"2020-02-03 12:13:55",12000.000000000000000000,25,4,550.000000000000000000,100,18,11.500000000000000000
5e3d85a4b40a800010df0c25,123124,423862.537374955100000000,"2020-02-07 15:59:35",25000.000000000000000000,14,0,23000.000000000000000000,500000,32,27.000000000000000000
5e585b35e9094e00117be403,142861,0.000000000000000000,"2020-07-28 13:54:20",100.000000000000000000,1,1,4000.000000000000000000,0.1,37,15.000000000000000000
5e77fec812898200115856f1,130442,4217.584883062200000000,"2020-03-23 00:18:41",1500.000000000000000000,2,0,12000.000000000000000000,700000,32,27.000000000000000000
5ecc4b1cc6ae4700173ca861,136116,0.000000000000000000,"2020-05-25 23:01:50",10000.000000000000000000,1,3,5000.000000000000000000,100000,39,26.000000000000000000
5ee00f02886bb80017048f5f,152991,0.000000000000000000,"2020-10-21 14:36:43",200.000000000000000000,5,10,3600.000000000000000000,800,25,12.000000000000000000
5f1e7f67e040d300188af729,142634,0.000000000000000000,"2020-07-27 12:05:13",200.000000000000000000,10,6,2200.000000000000000000,0,30,17.500000000000000000
5f492efefbb15f0017f042a6,146816,3824.414482318900000000,"2020-08-29 14:07:01",300.000000000000000000,18,1,4000.000000000000000000,0,27,12.000000000000000000
5f6650c0db49400017f22aab,149709,0.223315588900000000,"2020-09-21 14:37:06",2101.190000000000000000,4,2,3000.000000000000000000,2183,26,13.000000000000000000
5fba72afc507310017598e89,171690,0.000000000000000000,"2021-03-12 22:55:13",50.003734500300000000,2,2,830.000000000000000000,3000,23,12.500000000000000000
5fc14fcbc36b820010eddc02,156885,0.000000000000000000,"2020-11-27 19:25:04",100.000000000000000000,2,1,2260.000000000000000000,108.19,32,13.500000000000000000
5fe78af32a993f001862ca41,160597,479.299999885900000000,"2020-12-26 19:19:02",100.000000000000000000,4,0,10000.000000000000000000,250000,33,51.520000000000000000
5febe08dcd39570010048787,161234,0.000000000000000000,"2020-12-30 18:26:19",1200.000000000000000000,5,1,400.000000000000000000,20000,21,51.520000000000000000
5ff1e549ba911d00172a8291,161622,8055.288799790900000000,"2021-01-04 00:53:50",3000.000000000000000000,10,0,5000.000000000000000000,40000,28,23.480000000000000000
5ff640aa64a8f80018e5f914,162373,46377.699744890300000000,"2021-01-06 23:45:56",60000.373449959000000000,7,4,3000.000000000000000000,80000,25,59.850000000000000000
5ff76dee7e402000105df4f5,166875,16087.100917140900000000,"2021-02-05 16:29:37",1600.000000000000000000,8,0,8000.000000000000000000,0,37,33.330000000000000000
6004b6c54f6d600018aef0ae,164483,2369.879735681900000000,"2021-01-19 14:23:18",1000.074689963000000000,5,0,5000.000000000000000000,100000,15,47.220000000000000000
601f43a7d9ba4a0011c070ca,169214,1286.430017549000000000,"2021-02-24 22:54:03",500.000000000000000000,2,0,1000.000000000000000000,0,54,35.190000000000000000
6021d218091ccc0010be3b08,167224,9560.912711906900000000,"2021-02-09 00:19:01",10000.000000000000000000,1,0,5000.000000000000000000,200000,62,43.520000000000000000
603e5d6b11f39200170bf3b9,170023,1007.939825156000000000,"2021-03-02 16:01:09",1000.000000000000000000,1,0,1000.000000000000000000,0,24,25.930000000000000000
605c996454d1830012755b06,174728,0.000000000000000000,"2021-03-26 14:05:52",200.000000000000000000,1,1,6000.000000000000000000,0,33,24.070000000000000000
60708831e691d6001941630a,178349,1653.940005989700000000,"2021-04-16 14:34:17",249.010379000600000000,2,0,1700.000000000000000000,3000,55,30.930000000000000000
607770c844e5cf0011479f4a,179089,1012.887375773400000000,"2021-04-19 20:08:11",500.000000000000000000,2,0,2800.000000000000000000,0,26,13.890000000000000000
6084838f649818001b3c2560,180164,17385.672572559000000000,"2021-04-24 20:57:52",3000.000000000000000000,6,0,1500.000000000000000000,45000,29,28.700000000000000000
6088a2a8434f5700184a9c81,180786,99.897617686200000000,"2021-04-27 23:55:53",100.000000000000000000,1,0,1000.000000000000000000,0,21,3.700000000000000000
60b450261e13d6001997f775,189573,2120.347836309300000000,"2021-05-31 15:20:28",500.000000000000000000,5,0,6800.000000000000000000,20000,33,41.670000000000000000
60b90f6788e4a2001963d5bd,190467,451019.630099629900000000,"2021-06-03 17:33:12",150000.000000000000000000,3,0,18000.000000000000000000,500000,44,56.850000000000000000
60cb885fd701430017933d1e,193762,3951.242477486700000000,"2021-06-17 17:45:43",100.000000000000000000,3,0,12000.000000000000000000,5000,26,44.630000000000000000
60e1d9655e661a00116f78a7,197630,7005.165428699700000000,"2021-07-04 19:43:09",6000.968219889600000000,2,0,19000.000000000000000000,6000,35,35.560000000000000000
58779257b93e5a4001f73dd5,1605,0.000000000000000000,"2017-02-09 15:39:26",200.000000000000000000,9,15,4021.000000000000000000,0,31,15.000000000000000000
